image;ppoi;alt;sort_order;product_id
;0.5x0.5;;1;95
;0.5x0.5;;2;95
;0.5x0.5;;3;95
https://optolider.ru/new-img/ninja 33005.jpg;0.5x0.5;;0;96
https://optolider.ru/new/img-03-18/solar_space_7in1.jpg;0.5x0.5;;1;96
https://optolider.ru/new/img-03-18/solar_space_7in1_02.jpg;0.5x0.5;;2;96
https://optolider.ru/new/img-03-18/solar_space_7in1_03.jpg;0.5x0.5;;3;96
;0.5x0.5;;0;97
https://optolider.ru/new/img-03-18/solar_space_7in1.jpg;0.5x0.5;;1;97
https://optolider.ru/new/img-03-18/solar_space_7in1_02.jpg;0.5x0.5;;2;97
https://optolider.ru/new/img-03-18/solar_space_7in1_03.jpg;0.5x0.5;;3;97
https://optolider.ru/new-img/friend 79162.jpg;0.5x0.5;;0;98
;0.5x0.5;;1;98
;0.5x0.5;;2;98
;0.5x0.5;;3;98
https://optolider.ru/new-img/friend 10491.jpg;0.5x0.5;;0;99
;0.5x0.5;;1;99
;0.5x0.5;;2;99
;0.5x0.5;;3;99
https://optolider.ru/new-img/friend 10168.jpg;0.5x0.5;;0;100
;0.5x0.5;;1;100
;0.5x0.5;;2;100
;0.5x0.5;;3;100
https://optolider.ru/new-img/friend 10541 01.jpg;0.5x0.5;;0;101
https://optolider.ru/new-img/friend 10541 02.jpg;0.5x0.5;;1;101
;0.5x0.5;;2;101
;0.5x0.5;;3;101
https://optolider.ru/new-img/Magnet 198 01.jpg;0.5x0.5;;0;102
https://optolider.ru/new-img/Magnet 198 02.jpg;0.5x0.5;;1;102
;0.5x0.5;;2;102
;0.5x0.5;;3;102
https://optolider.ru/new-img/bela 10481.jpg;0.5x0.5;;0;103
;0.5x0.5;;1;103
;0.5x0.5;;2;103
;0.5x0.5;;3;103
https://optolider.ru/new/img-03-18/yNgXxHAeYy8.jpg;0.5x0.5;;0;104
;0.5x0.5;;1;104
;0.5x0.5;;2;104
;0.5x0.5;;3;104
https://optolider.ru/new-img/bela 10250.jpg;0.5x0.5;;0;105
;0.5x0.5;;1;105
;0.5x0.5;;2;105
;0.5x0.5;;3;105
https://optolider.ru/new-img/814.jpg;0.5x0.5;;0;106
;0.5x0.5;;1;106
;0.5x0.5;;2;106
;0.5x0.5;;3;106
https://optolider.ru/new/img-03-18/light_128.png;0.5x0.5;;0;107
https://optolider.ru/new/img-03-18/solar_space_7in1.jpg;0.5x0.5;;1;107
https://optolider.ru/new/img-03-18/solar_space_7in1_02.jpg;0.5x0.5;;2;107
https://optolider.ru/new/img-03-18/solar_space_7in1_03.jpg;0.5x0.5;;3;107
